customer_id,frequency,recency,T,monetary_value,p_alive,exp_purchases_90d,exp_avg_profit,clv_12m
g-206,0.0,0.0,859.0,0.0,1.0,0.01098214278584907,,
g-2065,0.0,0.0,471.0,0.0,1.0,0.01931241921927917,,
g-207,0.0,0.0,865.0,0.0,1.0,0.010909397658477928,,
g-2070,0.0,0.0,470.0,0.0,1.0,0.019350269287190896,,
g-2072,0.0,0.0,470.0,0.0,1.0,0.019350269287190896,,
g-208,1.0,326.0,866.0,100.41,0.37890695574783945,0.04158139374791221,115.72672421933719,16.995146409244636
g-2085,0.0,0.0,469.0,0.0,1.0,0.019388268196543715,,
g-2089,0.0,0.0,468.0,0.0,1.0,0.01942641682807778,,
g-209,1.0,58.0,932.0,63.0,0.10046092526629431,0.010278941451381316,74.32855707445597,2.7081742780208584
g-2095,0.0,0.0,468.0,0.0,1.0,0.01942641682807778,,
g-210,0.0,0.0,880.0,0.0,1.0,0.010731684121145984,,
g-2100,0.0,0.0,467.0,0.0,1.0,0.01946471606950963,,
g-211,1.0,416.0,883.0,75.94,0.43518192223985747,0.0468810069434741,88.64805140363968,14.69212251912127
g-2110,0.0,0.0,467.0,0.0,1.0,0.01946471606950963,,
g-2111,1.0,370.0,467.0,208.62,0.574045528795863,0.11223996210381379,235.4726655919006,89.82084279841573
g-2113,1.0,184.0,467.0,114.43,0.39831102834786924,0.07787956265607296,131.24135408758727,34.73628112050947
g-2115,0.0,0.0,467.0,0.0,1.0,0.01946471606950963,,
g-212,0.0,0.0,893.0,0.0,1.0,0.010582285732406008,,
g-213,0.0,0.0,980.0,0.0,1.0,0.009680440746159997,,
g-2136,0.0,0.0,464.0,0.0,1.0,0.019580526436355678,,
g-214,0.0,0.0,980.0,0.0,1.0,0.009680440746159997,,
g-215,1.0,269.0,981.0,115.0,0.30429682522446616,0.029646343607065254,131.87212006653894,13.891575051927184
g-216,0.0,0.0,903.0,0.0,1.0,0.010470165506567902,,
g-2163,0.0,0.0,462.0,0.0,1.0,0.019658502991876162,,
g-217,0.0,0.0,990.0,0.0,1.0,0.009586537625773621,,
g-2176,0.0,0.0,461.0,0.0,1.0,0.01969772493387997,,
g-218,0.0,0.0,991.0,0.0,1.0,0.009577247447091037,,
g-2182,0.0,0.0,460.0,0.0,1.0,0.019737103900877618,,
