c1,c2,dist,count
672.0,673.0,0.805130000401899,7.0
626.0,630.0,0.8209338658827974,66.0
28.0,30.0,0.8328260534938753,2.0
668.0,679.0,0.8480502337971919,11.0
641.0,650.0,0.8501287085275004,34.0
303.0,647.0,0.8529298998589249,3.0
74.0,674.0,0.8623932727481081,5.0
13.0,15.0,0.9072158801129611,2.0
635.0,684.0,0.9083599719777206,10.0
7.0,12.0,0.926929399441673,2.0
122.0,566.0,0.9324105101252755,3.0
570.0,660.0,0.9456784197515802,11.0
137.0,159.0,0.9530817798694391,2.0
643.0,678.0,0.9610903199041813,13.0
68.0,696.0,0.971840580546505,6.0
595.0,633.0,0.9945016937677749,6.0
658.0,677.0,1.001275813313806,14.0
642.0,665.0,1.0181249810406798,8.0
196.0,685.0,1.0185406940701232,8.0
46.0,53.0,1.0433039664151853,2.0
6.0,670.0,1.0482068869394374,3.0
49.0,60.0,1.0655189699461112,2.0
671.0,693.0,1.0910091628370477,15.0
85.0,686.0,1.1282848762192355,4.0
655.0,697.0,1.1418646162766337,4.0
676.0,683.0,1.1514602967349363,9.0
72.0,705.0,1.15149953924246,7.0
175.0,698.0,1.1703702565365606,11.0
5.0,699.0,1.182056490404874,3.0
646.0,690.0,1.1902697981564792,9.0
680.0,706.0,1.1981695055788788,21.0
681.0,687.0,1.2069158416361683,84.0
39.0,51.0,1.2187520613122511,2.0
622.0,700.0,1.2285028745169744,6.0
701.0,707.0,1.2303782580593836,19.0
691.0,694.0,1.261976691646243,100.0
32.0,682.0,1.2808976611983118,3.0
29.0,634.0,1.2894475095271418,3.0
621.0,719.0,1.2914126065094593,11.0
703.0,716.0,1.3034981977164066,20.0
715.0,720.0,1.3868526082910373,30.0
14.0,669.0,1.3935474255700564,4.0
27.0,727.0,1.4234347902291205,4.0
20.0,704.0,1.4445023424810037,7.0
688.0,721.0,1.4636604795239438,94.0
228.0,708.0,1.4665542212622849,9.0
663.0,712.0,1.5008591845831964,17.0
22.0,732.0,1.5102588151678416,5.0
695.0,736.0,1.5636333352210605,20.0
0.0,1.0,1.569931594687544,2.0
648.0,729.0,1.5807757427849671,22.0
726.0,728.0,1.6094774994573193,14.0
692.0,731.0,1.6174912614433177,6.0
702.0,734.0,1.6555611478745789,96.0
733.0,741.0,1.6627667353977598,21.0
709.0,722.0,1.7100615326342525,4.0
713.0,730.0,1.768796758247567,34.0
725.0,743.0,1.7711054190534343,196.0
724.0,738.0,1.7775229413223044,39.0
19.0,21.0,1.819603530908294,2.0
248.0,675.0,1.9158123346627582,3.0
737.0,742.0,1.9318426433984577,11.0
717.0,735.0,1.940131316283326,20.0
10.0,25.0,1.9670169177218362,2.0
723.0,752.0,2.0655264427811444,26.0
714.0,740.0,2.095168594425907,26.0
31.0,54.0,2.1336884993752014,2.0
711.0,749.0,2.137037291181868,4.0
3.0,739.0,2.161741470290402,3.0
710.0,751.0,2.188539946725223,14.0
746.0,748.0,2.2590059053814677,73.0
59.0,750.0,2.3702975668371065,4.0
744.0,756.0,2.494560315915796,23.0
745.0,754.0,2.5120349556518113,30.0
760.0,762.0,2.583702524610517,96.0
747.0,755.0,2.590984630681721,222.0
689.0,765.0,2.67881032732424,231.0
761.0,764.0,2.892146673092073,100.0
718.0,758.0,2.9287405744971484,6.0
753.0,757.0,3.0464844958186537,6.0
359.0,766.0,3.4263435016382195,232.0
759.0,768.0,3.462284520892672,20.0
763.0,767.0,3.908830849106335,130.0
314.0,769.0,4.586904774964235,7.0
771.0,772.0,4.662548801096891,150.0
770.0,774.0,4.967716006621638,382.0
773.0,775.0,8.035961883828755,389.0
